@relation tce_half-weka.filters.unsupervised.attribute.Remove-R40-52-weka.filters.unsupervised.instance.Randomize-S42

@attribute tce_period numeric
@attribute tce_time0bk numeric
@attribute tce_ror numeric
@attribute tce_dor numeric
@attribute tce_incl numeric
@attribute tce_impact numeric
@attribute tce_duration numeric
@attribute tce_ingress numeric
@attribute tce_depth numeric
@attribute tce_ldm_coeff1 numeric
@attribute tce_ldm_coeff2 numeric
@attribute tce_ldm_coeff3 numeric
@attribute tce_ldm_coeff4 numeric
@attribute tce_num_transits numeric
@attribute tce_full_conv numeric
@attribute tce_model_snr numeric
@attribute tce_model_chisq numeric
@attribute tce_model_dof numeric
@attribute tce_robstat numeric
@attribute tce_dof1 numeric
@attribute tce_dof2 numeric
@attribute tce_chisq1 numeric
@attribute tce_chisq2 numeric
@attribute tce_prad numeric
@attribute tce_sma numeric
@attribute tce_eqt numeric
@attribute tce_nkoi numeric
@attribute tce_steff numeric
@attribute tce_slogg numeric
@attribute tce_smet numeric
@attribute tce_sradius numeric
@attribute tce_max_sngle_ev numeric
@attribute tce_max_mult_ev numeric
@attribute tce_minmes numeric
@attribute tce_mesmad numeric
@attribute tce_bin_oedp_stat numeric
@attribute tce_rmesmad numeric
@attribute tce_rsnrmes numeric
@attribute tce_rminmes numeric
@attribute av_training_set {PC,AFP,NTP}

@data
21.1579,150.584,0.014538,26.563435,88.52,0.6879,4.537,0.1219,222,0.461052,0.330923,0.030771,-0.093062,64,1,9.307,2210,2693,9.719,819,62,458.1,102.1,1.606,0.1554,683,1,6063,4.48,0.07,1.012,4.56,8.69,-2.736,0.7076,0.03973,12.28,1.071,0.3148,PC
1.89129,132.686,0.006858,3.017234,87.12,0.1516,4.766,0.03323,55.37,0.349259,0.765993,-0.605766,0.178762,709,1,7.601,25190,30140,11.31,9048,695,8083,1348,0.8584,0.0314,1720,1,6432,4.38,-0.12,1.147,4.927,9.989,-3.329,0.7551,0.008834,13.23,0.761,0.3333,AFP
4.58352,133.306,0.059455,11.881356,87.58,0.5017,2.75,0.2026,4006,0.4529,0.265424,0.176642,-0.159836,297,1,208.4,6186,7719,263.5,3835,294,14280,897.9,5.69,0.05352,1040,1,5815,4.54,-0.12,0.877,22.16,217.6,-2.368,0.7209,7.252,301.8,0.9579,0.01089,PC
1.16915,132.322,0.010114,1.32903,46.02,0.9229,2.76,0.1765,87.56,0.414528,0.804023,-0.87969,0.327102,944,1,9.019,19360,21210,10.35,9139,702,18350,1325,2.707,0.02629,3150,0,7402,3.91,-0.06,2.453,4.127,8.757,-8.614,4.106,0.6297,2.133,1.03,0.9837,AFP
269.291,285.631,0.039294,179.47019,89.85,0.4785,10.58,0.513,1811,0.685326,-0.555025,1.202571,-0.520492,5,1,13.88,385.9,436.9,33.17,52,3,31.3,1.649,3.7,0.8113,242,4,5325,4.56,0.36,0.863,8.613,13.8,-3.895,0.6575,0.1093,20.99,1.006,0.2822,PC
8.20398,136.875,0.036052,9.728549,84.61,0.9131,3.153,0.5697,1004,0.653495,-0.585039,1.29161,-0.544607,162,1,50.01,3810,4744,58.91,2067,158,2178,419,3.25,0.07346,742,2,5015,4.5,0.1,0.826,15.39,46.25,-3.147,0.7863,2.058,58.82,1.081,0.06805,PC
55.3284,186.327,0.0178,64.558741,90,0.003441,6.664,0.1165,397.3,0.663956,-0.482565,1.12075,-0.498444,23,1,19.98,1198,1379,24.27,286,21,121.1,29.01,1.826,0.2778,436,3,5376,4.46,0.28,0.94,6.651,18.87,-2.568,0.6992,5.331,26.98,1.059,0.1361,PC
1.34942,132.595,0.003092,3.097731,83.98,0.3246,3.159,0.01088,10.65,0.599285,0.021022,-0.015972,-0.005441,998,1,17.03,15930,16650,16.84,12730,978,23770,2140,0.6806,0.03181,3510,0,9990,4.2,0.07,2.017,5.188,16.64,-7.07,2.139,0.01343,7.778,1.023,0.4249,AFP
11.032,141.697,0.013075,15.76341,88.18,0.5003,4.71,0.08074,192.4,0.400582,0.550834,-0.278216,0.03623,104,1,14.51,3704,4411,15.41,1300,99,700.1,166.8,1.481,0.1002,878,2,6184,4.45,-0.06,1.038,5.208,14.51,-2.742,0.7987,1.364,18.17,0.9996,0.1889,PC
2.20245,131.971,0.008984,1.191515,39.34,0.9215,5.803,0.3266,67.6,0.29953,0.898226,-0.750909,0.233266,482,1,12.27,23560,28830,23.32,6136,471,13880,4859,1.15,0.03374,1660,0,6400,4.32,-0.24,1.173,8.287,13.03,-10.49,3.204,0.001203,4.066,0.9422,0.8052,AFP
4.66419,133.67,0.174375,5.300505,79.13,1,4.139,2.07,11180,0.387295,0.427186,0.015764,-0.102948,291,1,686.9,41530,9016,1563,3692,283,546800,1173000,23.12,0.05151,1220,1,5699,4.19,-0.3,1.215,282.7,1672,-3.282,0.8571,19.52,1951,0.4107,0.001963,AFP
0.665856,132.169,0.003534,3.206821,84.63,0.3,1.519,0.005877,14.2,0.296203,1.042934,-1.063621,0.378482,1753,1,8.472,20610,24280,9.545,21000,1614,18620,2542,0.5897,0.01659,3040,0,7168,4.21,-0.24,1.529,5.653,7.877,-7.204,3.247,0.000001,2.426,1.076,0.9146,NTP
12.0399,133.066,0.032007,31.143518,89.2,0.4363,2.762,0.1051,1238,0.64334,-0.387802,0.874446,-0.28446,105,1,58.44,2207,2713,70.78,1326,101,3442,217.2,2.214,0.08868,502,3,4260,4.64,-0.04,0.634,11.33,53.78,-2.286,0.7215,1.509,74.53,1.087,0.04251,PC
20.8341,144.369,0.027781,27.987899,88.61,0.6766,4.4,0.2145,820.3,0.569148,-0.26755,0.927104,-0.446387,54,1,22.12,1753,2107,24.5,689,52,414,97.14,2.449,0.1388,564,5,5296,4.54,-0.1,0.808,6.563,21.5,-3.04,0.6892,1.645,31.19,1.029,0.1414,PC
17.1773,136.192,0.144989,18.976105,89.14,0.2855,7.668,1.046,24740,0.426271,0.424562,-0.079097,-0.050513,79,1,1354,5577,5584,1677,1001,76,126800,2283,15.39,0.1327,721,1,6032,4.49,-0.06,0.973,236.9,1463,-6.445,0.7771,1.091,1883,0.9252,0.004404,AFP
2.88105,134.252,0.266191,4.63022,88.76,0.1,6,1.272,627900,0.431225,0.287252,0.013503,-0.083399,0,0,-1,-1,-1,10150,5902,453,31130000,3808000,97.86,0.04959,2950,1,8104,3.67,-0.34,3.369,1615,12170,-344.8,22.59,0,538.8,-0.000082,0.02833,AFP
0.812927,131.928,0.003228,1.00131,20.18,0.9398,2.177,0.05861,8.625,0.422462,0.761568,-0.822917,0.30191,1643,1,2.282,33880,43390,24.69,21160,1627,54060,3364,0.8077,0.0205,3510,0,7526,3.96,-0.08,2.293,5.334,20.2,-26.16,13.55,1.218,1.491,0.113,1.296,AFP
0.866357,132.057,0.011802,2.507545,68.97,0.9,1.22,0.07147,111.8,0.506679,-0.178,0.882135,-0.425446,1208,1,18.36,14300,17530,16.57,15440,1187,22500,1976,7.238,0.01938,3710,1,4943,3.05,-0.44,5.62,10.46,13.32,-5.38,2.332,0,5.712,1.379,0.404,AFP
13.6166,140.924,0.037878,6.109859,80.59,0.999,4.794,14.11,439.7,0.511411,0.09306,0.382615,-0.237985,98,1,21.56,2675,3093,22.77,1248,95,726.9,178.5,4.018,0.1124,755,2,5823,4.47,0.06,0.972,5.465,20.53,-2.765,0.6555,0.0346,31.33,1.05,0.1347,PC
549.304,313.961,0.022636,129.22657,89.59,0.929,13.88,1.986,398.1,0.515831,-0.038588,0.622014,-0.338232,3,1,4.303,315.7,362.2,39.9,39,2,492.5,23.28,2.203,1.239,206,0,5506,4.46,-0.14,0.892,11.07,9.401,-3.362,0.6378,2.594,14.74,0.4577,0.3576,NTP
0.64264,132.127,0.016502,2.31728,89.27,0.02939,2.153,0.03498,317.6,0.490287,0.466292,-0.425358,0.148663,2078,1,13.28,30600,42620,14.1,26550,2041,48320,3339,7.621,0.01849,4810,0,7209,3.5,-0.12,4.232,5.421,12.2,-7.291,3.393,0.01305,3.595,1.089,0.5978,AFP
2.97602,132.974,0.016378,3.088955,73.06,0.9,3.476,0.2766,220.2,0.478662,-0.004412,0.626277,-0.327537,392,1,18.98,10380,12870,22.69,5070,389,8157,1001,13.84,0.0508,2800,1,5140,2.96,-0.32,7.746,4.748,18,-2.45,0.794,1.021,22.67,1.055,0.1362,AFP
12.992,136.322,0.015872,12.514733,86.85,0.6881,5.927,0.1735,265.1,0.490141,0.139822,0.340391,-0.223244,100,1,32.94,4496,5568,36.63,1287,98,847.8,133,2.151,0.107,866,1,5765,4.24,0,1.242,5.871,30.74,-2.718,0.8097,0.2931,37.97,1.071,0.08842,PC
5.62236,132.753,0.02011,37.588658,89.27,0.4759,1.031,0.02613,457.9,0.580248,0.426648,-0.257103,0.075732,239,1,8.942,2894,3476,7.932,3094,237,1825,289,1.187,0.05063,562,1,3894,4.71,-0.1,0.541,6.236,7.289,-3.916,0.7788,0.009754,9.359,1.227,0.5372,NTP
1.24258,131.909,0.011762,2.641357,70.25,0.8924,1.714,0.09367,116.1,0.546848,-0.131268,0.728977,-0.376582,1068,1,10.34,13340,16440,15.42,13660,1050,8311,1391,1.051,0.02195,1480,1,5504,4.57,-0.06,0.819,4.517,13.49,-1.316,0.4787,0.07018,28.18,0.7667,0.09751,PC
7.23404,137.674,0.021251,19.080697,87.91,0.6949,2.168,0.08559,472.4,0.588415,-0.287597,0.925861,-0.446213,140,1,36.49,2270,2737,38.43,1820,139,1484,287.6,1.964,0.07023,830,1,5415,4.53,0,0.847,5.808,33.35,-2.398,0.7149,1.337,46.65,1.094,0.0719,PC
1.41959,131.946,0.004537,2.355801,89.42,0.02392,4.623,0.02089,24.2,0.271046,1.020917,-0.939988,0.31718,756,1,9.156,22010,25400,11.75,9633,740,14590,1867,0.7679,0.02644,2220,0,6569,4.14,-0.28,1.551,4.158,9.37,-4.209,1.874,1.109,4.999,0.9771,0.4492,AFP
78.5462,144.068,0.023795,67.900726,89.78,0.2627,8.744,0.2179,669.9,0.426271,0.424562,-0.079097,-0.050513,18,1,26.61,1191,1379,43.25,234,17,245.5,154.7,2.526,0.3655,434,1,6032,4.49,-0.06,0.973,9.038,26.05,-2.411,0.6649,2.004,39.18,1.022,0.09257,PC
3.42623,133.151,0.011591,1.606941,63.96,0.7053,11.81,0.2663,140,0.499798,0.104399,0.385255,-0.242011,318,1,10.62,27800,33670,31.85,3965,304,9347,3566,1.265,0.04449,1210,0,5780,4.44,0,1,4.908,10.9,-9.382,5.269,2.598,2.068,0.9742,0.8609,AFP
459.093,260.434,0.015679,392.17734,90,0.001001,9.083,0.1402,340.7,0.86379,-1.144906,1.652079,-0.440867,3,1,15.29,344.4,160.6,28.88,39,2,422.7,6.794,103.6,1.239,1170,0,3798,0.95,-0.14,60.58,276.7,19.92,-37.35,0.6889,1.53,28.92,0.7675,1.875,NTP
1.8581,131.819,0.005151,2.437229,78.16,0.5,5.078,0.03464,29.34,0.313429,1.021199,-1.059277,0.381046,492,1,11.01,18650,19180,12.22,5161,396,7796,1141,1.133,0.03407,2460,0,7241,4.01,-0.2,2.016,3.594,8.994,-6.244,1.586,0.6446,5.671,1.225,0.6943,NTP
14.9112,141.325,0.030724,18.893046,87.4,0.8574,3.45,0.3599,848.2,0.515411,0.015709,0.517157,-0.293022,93,1,101.8,2919,3139,143.5,1157,88,2795,449,3.007,0.1154,694,1,5644,4.5,-0.06,0.897,20.59,106,-3.249,0.6561,0.3874,161.5,0.9612,0.03066,PC
0.566756,131.847,0.007392,2.571075,84.58,0.2427,1.646,0.01283,64.63,0.471078,0.2842,0.101648,-0.123301,2304,1,9.017,31780,37980,15.81,29420,2262,39690,3293,0.801,0.01384,2250,0,6014,4.49,0.07,0.993,5.277,11.77,-4.451,1.671,0.001364,7.045,0.7661,0.3781,NTP
6.32498,134.544,0.008564,3.066322,84.63,0.287,15.24,0.1409,84.79,0.234493,1.126809,-1.079966,0.378877,87,1,10.14,14100,16200,38.1,1040,79,2835,2443,1.806,0.0713,1520,0,6638,3.95,-0.42,1.932,3.912,9.536,-6.45,2.731,0,3.491,1.063,0.6763,NTP
2.07705,133.434,0.006759,1.171728,36.48,0.9422,4.804,0.2731,36.4,0.359196,0.781738,-0.65687,0.208006,510,1,8.427,22660,28230,13.21,6513,500,13460,2405,1.363,0.03536,2060,0,6458,4.04,-0.04,1.848,8.058,8.346,-8.203,3.438,0.000002,2.427,1.01,0.9829,AFP
1.24678,132.692,0.005,2.581648,81.62,0.3762,3.438,0.01991,28.41,0.350537,0.880579,-0.860116,0.299661,1069,1,12.93,29830,35520,13.24,13660,1050,21050,2389,0.8468,0.0253,2400,0,6937,4.2,-0.08,1.552,7.753,12.03,-8.549,2.864,0.000001,4.201,1.074,0.7105,NTP
459.127,260.31,0.02058,337.31473,89.91,0.5496,8.942,0.2562,464.9,0.441542,0.295963,0.003993,-0.087415,3,1,7.103,257.7,266.5,21.87,39,2,167,6.599,5.405,1.434,460,0,8057,3.95,-0.16,2.407,9.862,9.699,-10.46,0.7185,0.587,13.5,0.7323,1.079,NTP
6.84615,132.176,0.014852,14.10818,88.74,0.3095,3.583,0.0579,259.8,0.371178,0.52411,-0.141898,-0.035891,193,1,17.41,5482,6349,18.28,2379,182,2214,409.3,1.729,0.06768,1020,4,5839,4.33,-0.28,1.067,4.361,16.8,-2.7,0.7583,0.000083,22.16,1.036,0.1607,PC
2.33844,132.286,0.007547,2.396632,86.35,0.1525,7.424,0.05692,66.98,0.443612,0.589738,-0.458022,0.129228,573,1,10.96,25950,27330,14.67,7150,549,6452,953.5,1.091,0.03832,1720,0,6622,4.33,0.21,1.325,3.577,12.32,-10.23,1.441,0.01085,8.547,0.89,0.8305,AFP
16.1288,143.758,0.024968,7.598747,82.7,0.9653,5.589,1.55,412.2,0.530746,-0.171888,0.835764,-0.422261,86,1,17.8,2943,3721,22.53,1105,84,1043,183.3,2.237,0.1138,628,1,5295,4.49,-0.24,0.821,9.104,17.43,-3.129,0.7581,0.08887,23,1.021,0.1795,PC
0.500307,131.7,0.008774,1.864209,87.6,0.07796,2.062,0.01804,89.07,-0.090834,1.883616,-1.849613,0.645244,2139,1,15.13,30450,38110,15.22,27340,2102,37200,2866,0.8655,0.01223,2770,0,7296,4.51,-1.94,0.904,5.413,11.42,-7.051,3.621,0.391,3.153,1.326,0.6175,NTP
0.933722,131.763,0.01334,2.055139,87.21,0.1,3.5,0.04654,205.5,0.44907,0.606498,-0.60197,0.205039,909,0,-1,-1,-1,17.41,8463,650,23560,2308,2.862,0.02249,3230,0,7837,4.09,-0.02,1.966,3.857,9.883,-6.158,2.81,0,3.517,-0.1012,0.6231,AFP
1.24213,132.725,0.003438,1.094512,89.77,0.004368,8.7,0.02981,14.05,0.352398,0.726488,-0.523582,0.140656,1091,1,9.62,35030,42080,15,13900,1068,24500,4837,0.4487,0.02307,1990,0,6273,4.31,-0.14,1.196,5.652,8.211,-5.794,3.669,0,2.238,1.172,0.7057,NTP
3.7619,134.274,0.0203,8.052455,86.43,0.5018,3.171,0.08376,471.7,0.562376,-0.109185,0.65475,-0.340672,273,1,32.82,6793,8213,35.01,3497,268,2369,375.5,2.102,0.04693,1120,1,5653,4.47,0.1,0.949,5.21,31.5,-3.334,0.7379,0.003713,42.68,1.042,0.1058,PC
0.559388,131.91,0.002796,1.057199,52.48,0.6438,3.108,0.01477,8.28,0.427385,0.779064,-0.863609,0.323363,1740,1,0.8237,17540,23520,15.49,16730,1286,29740,3270,0.7216,0.01603,3980,0,7426,3.94,-0.04,2.365,4.169,12.55,-16.9,8.142,0,1.541,0.06563,1.347,NTP
1.845,132.5,0.003345,1.796981,70.54,0.5987,6.315,0.03276,12.08,0.38934,0.663808,-0.5526,0.161428,730,1,9.254,29810,35070,9.62,9360,719,9502,1133,0.6475,0.03381,2360,0,7370,4.12,-0.14,1.774,3.722,8.487,-9.361,3.368,0.9442,2.52,1.09,1.103,AFP
1.13164,132.537,0.007308,2.772685,75.31,0.7032,2.249,0.03205,55.23,0.426454,0.738989,-0.745978,0.261723,827,1,9.468,8547,9906,17.75,10620,816,38420,4653,1.188,0.02417,2450,0,7076,4.26,0.07,1.49,5.428,10.33,-13.65,5.192,0.01535,1.99,0.9161,1.321,AFP
2.11855,132.63,0.004908,2.403834,72.97,0.7039,4.829,0.04653,24.99,0.283414,0.974422,-0.872088,0.289215,457,1,6.493,16690,17960,12.99,5083,390,10640,1539,0.8645,0.03433,1970,0,6496,4.1,-0.24,1.614,3.822,7.351,-3.407,1.198,0.004483,6.137,0.8833,0.4634,NTP
4.17625,133.091,0.033622,8.754085,87.8,0.3358,3.563,0.1301,1398,0.688261,-0.679131,1.371911,-0.553011,259,1,223.1,7086,8593,230.6,3237,248,11770,434.5,2.869,0.04823,880,1,4952,4.58,0.26,0.782,21.33,224,-1.813,0.598,0.7503,374.6,0.9959,0.008092,PC
0.737207,131.567,0.013216,2.839208,87.98,0.1,2,0.02635,201.8,0.314623,1.018389,-1.058519,0.380464,1811,1,11.51,23320,26620,9.306,23270,1789,17910,1788,2.657,0.01822,3230,0,7281,4.08,-0.2,1.842,3.967,10.38,-6.384,3.027,0.000019,3.43,1.109,0.615,AFP
20.5,150.763,0.008085,8.206843,85.41,0.6567,14.6,0.2046,69.07,0.289848,1.066561,-1.092834,0.391036,67,1,7.662,7537,8828,35.2,858,65,800.9,1081,1.657,0.1657,1060,0,7141,4.05,-0.26,1.878,5.868,8.467,-7.764,0.8707,0.01362,9.724,0.9049,0.917,NTP
11.9548,142.857,0.033683,22.333126,87.77,0.8682,2.294,0.2776,967.4,0.693787,-0.639894,1.318219,-0.547323,115,1,87.51,2224,2625,99.64,1495,114,2821,222.5,6.09,0.1005,906,1,5059,3.98,0.24,1.657,15.23,87.73,-3.443,0.7527,0.000327,116.6,0.9975,0.03925,PC
3.45774,133.222,0.004804,1.566021,54.6,0.9072,7.287,0.1926,20.17,0.423375,0.532597,-0.399651,0.099872,388,1,9.908,15990,17360,14.9,3406,261,5203,1260,1.264,0.05521,2310,0,7928,3.95,-0.08,2.411,4.562,9.615,-8.343,3.492,0.000662,2.754,1.031,0.8677,AFP
0.566799,131.711,0.009194,3.345992,88.29,0.1,1.3,0.01196,104.2,0.582364,-0.32378,1.000758,-0.472411,2356,1,12.01,28640,34390,11.92,30260,2327,33260,3378,0.7735,0.01273,1810,0,5257,4.6,-0.08,0.771,5.729,11.32,-5.622,1.22,0,9.272,1.062,0.4968,NTP
6.88341,138.245,0.021936,18.480543,87.82,0.7029,2.111,0.08775,499.1,0.456234,0.407876,-0.111852,-0.027676,151,1,167.1,2643,3050,235.2,1924,147,7591,706.8,2.844,0.07484,1090,1,6184,4.36,0.12,1.188,39.29,168.4,-2.593,0.7025,2.029,239.6,0.9923,0.0154,PC
1.9171,131.952,0.003751,3.501357,77.41,0.7633,2.726,0.02428,14.09,0.593615,0.036444,-0.018808,-0.00692,560,1,9.893,7879,8081,11.13,7137,548,8032,1148,0.9102,0.04029,3200,0,9770,4.12,0.07,2.224,5.673,9.321,-11.04,2.674,0.323,3.486,1.061,1.185,AFP
4.88549,134.277,0.08161,6.821646,85.66,0.5159,5.201,0.5212,7493,0.451383,0.399947,-0.079185,-0.040121,277,1,2206,11210,12770,2608,3497,268,1094000,2189,17.47,0.06172,1500,1,6027,3.97,0.1,1.962,193.6,2317,-6.798,1.144,1.611,2026,0.9519,0.002933,PC
4.41595,132.966,0.018123,6.578969,81.5,0.9722,1.551,0.3965,218.1,0.52693,0.114916,0.310967,-0.203915,246,1,7.893,3032,3560,7.809,3120,239,1996,312,2.021,0.05491,1140,1,5977,4.47,0.21,1.022,10.34,7.224,-2.518,0.6956,0.6244,10.39,1.093,0.3485,NTP
1.05078,132.209,0.059774,3.957087,76.14,0.948,0.961,0.381,2300,0.499798,0.104399,0.385255,-0.242011,590,1,12.71,7880,8516,13.58,7514,577,19470,3572,6.523,0.02023,1790,1,5780,4.44,0,1,10.63,32.26,-3.632,0.9433,3.216,34.19,0.3939,0.1126,NTP
5.88528,133.228,0.010007,23.495774,89.73,0.1098,1.921,0.01927,119.1,0.394996,0.556068,-0.271289,0.034822,225,1,36.23,3368,4122,40.22,2912,223,2578,506.4,1.563,0.06531,1250,2,6070,4.16,-0.08,1.431,9.207,33.5,-3.825,0.7159,0.7884,46.8,1.082,0.1142,PC
0.695242,131.93,0.003901,2.502013,73.95,0.6918,1.544,0.01147,15.75,0.570082,0.378044,-0.428954,0.171534,1924,1,8.33,22810,28300,10.7,24650,1895,30480,2976,1.667,0.01979,4550,0,7334,3.58,0.16,3.917,10.12,9.609,-7.94,4.514,0.3716,2.129,0.8669,0.8263,AFP
1.74333,132.231,0.00553,1.855469,74.37,0.5,6.262,0.04583,34.1,0.295422,0.943062,-0.840167,0.274794,768,1,9.376,37280,44630,12.87,9802,753,18100,1845,0.6903,0.02985,1790,0,6567,4.39,-0.22,1.144,4.813,8.495,-4.211,1.756,0.00013,4.838,1.104,0.4957,NTP
2.49364,131.815,0.016098,1.277464,45.72,0.8918,7.261,0.5306,230.9,0.440585,0.493758,-0.359873,0.092091,418,1,15.44,25680,32400,19.53,5356,411,7445,847.6,6.371,0.04574,3020,1,7694,3.63,-0.08,3.627,4.983,14.16,-8.277,2.154,0.4008,6.575,1.09,0.5844,NTP
2.88246,131.631,0.07057,2.872655,80.04,0.4968,7.269,0.6233,5879,0.666745,-0.642827,1.356469,-0.548045,468,1,130.2,30880,28540,123.4,5980,459,117900,38100,62.05,0.04093,2910,1,4705,2.67,-0.12,8.058,135.1,159.7,-18.02,2.825,0.01889,56.53,0.8152,0.1129,NTP
20.0002,142.675,0.041377,12.119813,85.49,0.9521,5.319,1.705,1304,0.300723,0.879261,-0.713662,0.214312,64,1,89.1,2253,2795,108.1,767,58,1273,261.9,4.673,0.1483,742,3,6363,4.44,-0.26,1.035,16.14,89.45,-3.586,0.8198,0.2278,109.1,0.9961,0.04009,AFP
459.31,260.224,0.026735,591.94745,89.93,0.7261,4.303,0.2305,737.1,0.43454,0.7447,-0.43944,0.07572,3,1,2.446,79.5,74.73,12.51,39,2,19.49,2.73,0.7819,0.7485,88.3,0,3344,5,0.02,0.268,11.75,11.71,-10.28,0.714,0,16.4,0.2089,0.8782,NTP
16.2238,136.023,0.015334,41.517178,89.27,0.5272,2.591,0.05387,267.1,0.559781,-0.156204,0.747113,-0.381904,85,1,20.11,1703,2085,20.37,1079,82,689.7,118.9,1.548,0.1211,676,1,5547,4.46,0,0.925,4.909,18.95,-2.744,0.7377,0.002318,25.69,1.061,0.1448,PC
20.3065,132.045,0.024788,50.496701,89.43,0.5049,2.74,0.08822,701.7,0.691255,0.125251,-0.024775,0.039822,48,1,53.19,1038,1195,57.87,585,44,500.7,61.41,1.485,0.12,387,2,4100,4.71,-0.36,0.549,13.98,53.89,-3.232,0.7634,1.933,70.58,0.9872,0.05998,PC
