@relation tce_half-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42

@attribute tce_period numeric
@attribute tce_time0bk numeric
@attribute tce_ror numeric
@attribute tce_dor numeric
@attribute tce_incl numeric
@attribute tce_impact numeric
@attribute tce_duration numeric
@attribute tce_ingress numeric
@attribute tce_depth numeric
@attribute tce_ldm_coeff1 numeric
@attribute tce_ldm_coeff2 numeric
@attribute tce_ldm_coeff3 numeric
@attribute tce_ldm_coeff4 numeric
@attribute tce_num_transits numeric
@attribute tce_full_conv numeric
@attribute tce_model_snr numeric
@attribute tce_model_chisq numeric
@attribute tce_model_dof numeric
@attribute tce_robstat numeric
@attribute tce_dof1 numeric
@attribute tce_dof2 numeric
@attribute tce_chisq1 numeric
@attribute tce_chisq2 numeric
@attribute tce_prad numeric
@attribute tce_sma numeric
@attribute tce_eqt numeric
@attribute tce_nkoi numeric
@attribute tce_steff numeric
@attribute tce_slogg numeric
@attribute tce_smet numeric
@attribute tce_sradius numeric
@attribute tce_max_sngle_ev numeric
@attribute tce_max_mult_ev numeric
@attribute tce_minmes numeric
@attribute tce_mesmad numeric
@attribute tce_bin_oedp_stat numeric
@attribute tce_rmesmad numeric
@attribute tce_rsnrmes numeric
@attribute tce_rminmes numeric
@attribute tce_fwm_stat numeric
@attribute tce_fwm_sra numeric
@attribute tce_fwm_sdec numeric
@attribute tce_fwm_srao numeric
@attribute tce_fwm_sdeco numeric
@attribute tce_fwm_prao numeric
@attribute tce_fwm_pdeco numeric
@attribute tce_dicco_mra numeric
@attribute tce_dicco_mdec numeric
@attribute tce_dicco_msky numeric
@attribute tce_dikco_mra numeric
@attribute tce_dikco_mdec numeric
@attribute tce_dikco_msky numeric
@attribute av_training_set {PC,AFP,NTP}

@data
145.556,275.978,0.018661,189.77884,90,0.003432,5.969,0.1093,414.1,0.306734,0.813074,-0.581912,0.152828,7,1,14.35,337.1,406.4,16.9,91,6,56.93,19.17,2.23,0.5362,388,1,6148,4.35,-0.3,1.095,8.658,14.77,-3.105,0.6903,7.918,21.4,0.9713,0.2101,54.181,19.099464,37.490603,3.525,2.244,-0.001521,-0.001083,3.7235,3.6879,5.2408,3.735,3.7369,5.2834,AFP
0.944807,131.572,0.024397,1.035968,21.25,0.9655,2.385,0.653,444.8,0.451598,0.425266,-0.242445,0.031895,806,1,16.83,16940,18200,18.75,7683,590,14220,1324,8.277,0.02432,3930,0,7872,3.79,0.07,3.109,4.303,11.84,-10.44,9.341,0,1.268,1.421,0.8817,35.248,19.667766,38.709374,0.00876,-0.05744,-0.000065,-0.000015,0.089472,0.10049,0.13455,0.01536,0.10871,0.10979,NTP
15.2917,139.693,0.000077,23.015096,87.61,0.9616,1.394,0.001422,0.003641,0.723186,-0.813426,1.460424,-0.514619,86,1,0.00005,4326,3326,24.38,1105,84,1615000,1090,0.006031,0.1077,509,1,4464,4.58,0.2,0.719,87.98,489,-3.565,0.66,0.000072,740.8,0,0.007291,-1,0,0,0,0,0,0,-0.47719,-5.7622,5.7819,-0.66424,-5.8641,5.9016,AFP
0.950136,131.821,0.009713,6.003918,83.31,0.699,0.8809,0.01642,96.18,0.405007,0.493056,-0.168098,-0.014558,1123,1,14.96,13690,16400,16.72,14360,1104,12220,1669,1.012,0.01915,1880,1,6045,4.49,-0.12,0.955,4.854,14.58,-3.523,0.7206,0.04781,20.24,1.026,0.2416,51.599,19.701191,39.592714,-1.047,-2.435,0.000196,0.000256,-2.3223,-2.7488,3.5985,-2.0784,-2.6131,3.3389,AFP
0.593624,131.759,0.008724,1.093277,34.21,0.9042,1.855,0.08471,67.05,0.370216,0.887516,-0.93034,0.335546,2257,1,11.28,32890,41270,11.59,28890,2221,19520,2010,1.86,0.01608,3540,0,7277,4.05,-0.08,1.954,4.949,13.71,-8.787,6.25,0.000001,2.193,0.8231,0.6411,2.3331,19.426802,36.971274,-0.04379,-0.2012,0.000003,0.000012,-0.14022,0.13886,0.19734,-0.11525,0.18518,0.21812,AFP
6.32498,134.544,0.008564,3.066322,84.63,0.287,15.24,0.1409,84.79,0.234493,1.126809,-1.079966,0.378877,87,1,10.14,14100,16200,38.1,1040,79,2835,2443,1.806,0.0713,1520,0,6638,3.95,-0.42,1.932,3.912,9.536,-6.45,2.731,0,3.491,1.063,0.6763,3.2482,19.699602,39.370411,0.07765,0.5787,0.000007,-0.000043,0.19487,-0.49001,0.52733,0.23713,-0.29827,0.38104,NTP
40.607,158.649,0.023329,56.326229,89.95,0.04652,5.63,0.1286,666.2,0.500886,0.042805,0.49962,-0.289053,26,1,32.96,1205,1357,37.24,325,24,203.7,46.86,2.113,0.2243,475,1,5601,4.56,-0.12,0.83,8.791,30.92,-2.381,0.6326,2.469,48.87,1.066,0.07701,32.153,19.69554,40.648193,0.8515,-0.1696,0.000539,-0.000482,-0.53865,0.19303,0.5722,-0.28977,-0.11818,0.31294,PC
43.5428,150.424,0.087892,50.646843,88.93,0.9421,3.573,1.722,5399,0.292609,0.980346,-0.914344,0.311615,4,1,59.54,114.1,122.4,55.53,52,3,162.6,7.002,13.69,0.2606,689,1,6669,4.22,-0.2,1.427,37.47,56.58,-3.65,0.7061,2.326,80.13,1.052,0.06451,9.1143,19.197593,40.310259,0.418,-0.2206,-0.002225,0.001276,0.073919,-0.22056,0.23262,0.15953,-0.20802,0.26215,PC
0.787424,131.754,0.008752,4.192341,80.33,0.7042,1.036,0.01769,78.42,0.3759,0.63704,-0.3972,0.08581,1357,1,7.202,16930,19870,10.95,17450,1341,14510,2021,0.9847,0.01719,2130,0,6225,4.45,-0.12,1.031,4.041,8.519,-5.668,1.761,0.005112,4.837,0.8455,0.6654,29.05,19.640187,38.621613,3.431,-3.949,-0.000272,0.0003,0.58239,-0.98606,1.1452,0.46249,-0.91363,1.024,AFP
4.22455,135.428,0.011394,11.082007,89.71,0.05667,2.941,0.03323,155.1,0.369911,0.598804,-0.294994,0.036012,272,1,14.12,5853,7271,15.13,3380,259,1892,407.6,1.406,0.05096,1250,5,6036,4.33,-0.18,1.131,4.011,13.42,-2.979,0.7239,0.3877,18.54,1.052,0.222,4.9726,19.883508,40.496252,1.566,0.618,-0.000146,0.000024,-0.19686,0.19619,0.27793,-0.26019,0.18365,0.31847,PC
13.3235,134.037,0.011479,11.186908,85.32,0.9135,3.952,0.2567,109.5,0.49391,0.269479,0.082127,-0.108268,102,1,16.79,2904,3576,21.63,1287,98,1112,377,1.522,0.1162,871,1,6106,4.34,0.2,1.215,7.393,16.26,-2.177,0.6832,0.01044,23.8,1.032,0.1338,14.822,19.108414,37.537112,1.283,-0.6754,-0.000149,0.000066,0.058264,0.89599,0.89788,0.05171,0.92363,0.92507,PC
0.670884,131.696,0.012417,2.669608,69.39,0.9398,0.7229,0.06975,123,0.473278,0.584479,-0.590956,0.21251,1992,1,1.481,28540,40610,12.57,25580,1967,25550,2450,4.772,0.01927,4380,0,7340,3.67,0.07,3.522,6.142,13.85,-9.991,4.52,4.176,3.064,0.1069,0.7214,7.6724,19.476138,38.576678,0.1994,0.57,-0.000006,-0.000054,-0.000084,0.27745,0.27745,-0.011499,0.29666,0.29688,AFP
1.10982,132.165,0.367091,3.302783,88.26,0.1,3.5,0.9471,158600,0.36306,0.585094,-0.246988,0.010506,1216,0,-1,-1,-1,1775,14680,1128,4052000,1093000,43.54,0.02051,1910,1,5947,4.34,-0.24,1.087,1114,7195,-6.02,0.5047,0,14260,-0.000139,0.000837,-1,0,0,0,0,0,0,0,0,0,0,0,0,NTP
8.48302,132.964,0.007716,23.979741,88.89,0.4651,2.416,0.02356,68.11,0.430771,0.333175,0.094009,-0.127705,159,1,19.76,2807,3556,20.26,2002,153,1381,228.2,0.7856,0.07974,879,1,5827,4.47,-0.16,0.933,9.154,18.5,-2.985,0.6613,0.02848,27.97,1.069,0.1614,1.4465,19.438287,38.656067,0.2018,0.4215,-0.000024,-0.000017,-0.22272,-0.63069,0.66886,-0.32016,-0.51781,0.60879,PC
1.10611,131.908,0.006067,2.307468,83.65,0.2552,3.564,0.02298,42.53,0.244386,1.111959,-1.076138,0.375359,795,1,12.16,20740,23700,15.54,9204,707,27770,3751,0.9428,0.0223,2400,0,6796,4.21,-0.38,1.424,3.894,9.673,-8.429,5.065,0.1847,1.91,1.257,0.8713,14.436,19.335915,38.048633,-0.2278,0.3345,0.000017,-0.000006,-0.17662,-0.059831,0.18648,-0.05535,-0.096391,0.11115,NTP
0.866342,131.631,0.010895,2.81585,71.31,0.9022,1.072,0.05936,94.37,0.506679,-0.178,0.882135,-0.425446,1201,1,15.46,15400,17650,13.85,15400,1184,23580,2332,6.682,0.01938,3710,1,4943,3.05,-0.44,5.62,4.187,12.33,-5.12,2.733,0.04856,4.513,1.254,0.4151,49.966,19.742556,39.579527,-1.879,-0.3715,0.000167,0.000024,-3.2616,-9.8195,10.347,-3.3465,-9.7702,10.327,AFP
276.883,176.52,0.03747,723.45793,89.97,0.3685,2.836,0.1178,1656,0.438822,0.193953,0.358287,-0.246701,5,1,12.94,140.3,126.8,12.75,52,3,27.44,3.983,3.099,0.781,240,1,5511,4.6,-0.34,0.758,6.48,10.72,-4.589,0.6911,0.1188,15.52,1.206,0.4279,1.7379,19.353253,40.287834,1.057,-0.0208,-0.001291,-0.000127,0.26097,0.004002,0.26101,0.31191,-0.01582,0.31232,PC
0.566639,131.948,0.001672,1.817351,74.03,0.5,2.067,0.004597,3.125,0.320603,0.793187,-0.580306,0.155826,2359,1,0.8075,38700,46640,13.52,30200,2322,30710,3285,0.1828,0.01363,2360,1,6247,4.46,-0.24,1.002,5.97,12.4,-2.143,0.6105,3.183,20.31,0.06514,0.1729,-1,0,0,0,0,0,0,-1.4384,0.076743,1.4404,-1.5353,0.095281,1.5383,NTP
3.62298,134.425,0.008143,2.373093,89.08,0.0381,11.75,0.09504,78.43,0.349259,0.765993,-0.605766,0.178762,382,1,13.02,33350,40050,19.38,4771,366,5460,1322,1.019,0.04843,1380,0,6432,4.38,-0.12,1.147,5.384,11.64,-9.057,3.844,0.2517,3.029,1.118,0.7778,13.016,19.179676,39.544232,0.2486,1.34,-0.000036,-0.000106,0.087497,0.054937,0.10331,-0.014349,0.23721,0.23765,NTP
514.129,384.378,0.008417,341.42351,89.85,0.8732,5.802,0.1987,56.55,0.849137,-1.129268,1.678805,-0.48045,3,1,2.712,90,113.8,25.51,39,2,247.5,19.88,53.15,1.327,1130,0,3868,0.98,-0.26,57.86,174,12.54,-8.948,0.6564,0.3614,19.11,0.2162,0.7133,11.128,19.515925,38.427189,-6.267,7.573,0.000362,-0.000466,-2.5052,-0.88139,2.6557,-1.85,-2.9464,3.479,NTP
0.690469,132.068,0.004985,2.203594,77.12,0.4913,2.099,0.0137,27.65,0.289525,0.987367,-0.919373,0.312185,1013,1,7.655,15190,16280,12.45,10580,813,30150,2192,0.749,0.01635,2700,0,6658,4.25,-0.22,1.377,4.222,8.087,-5.699,3.35,0.1751,2.414,0.9466,0.7047,40.4,19.687516,38.795418,-1.176,2.224,0.000037,-0.000064,-0.23213,0.60388,0.64696,0.018845,0.58873,0.58903,NTP
4.89718,133.402,0.014456,20.940842,89.57,0.1575,1.79,0.02615,261.6,0.64428,-0.53697,1.234188,-0.532146,271,1,16.08,3789,4617,15.04,3419,262,1977,317.8,1.336,0.05231,904,1,5093,4.48,0.08,0.847,6.848,13.89,-2.457,0.624,0.7723,22.25,1.158,0.1769,9.7344,19.151544,41.635561,1.388,0.003301,-0.000358,0.000014,-0.34748,-0.24074,0.42273,-0.43961,-0.12377,0.4567,PC
119.678,154.537,0.049233,20.800307,87.3,0.98,16.47,10.88,1189,0.526813,0.031501,0.467453,-0.271665,13,1,19.04,1264,1410,27.26,156,11,178.7,101.1,4.894,0.4798,351,1,5778,4.53,0.07,0.911,11.01,19.18,-2.762,0.7109,0.001283,26.99,0.9926,0.144,3.2059,19.413363,38.747948,-1.031,0.3522,0.000931,-0.000051,-1.8222,1.3297,2.2558,-1.8025,1.4523,2.3147,AFP
1.87358,131.987,0.004384,6.723194,88.12,0.2204,2.086,0.009569,22.2,0.435645,0.71703,-0.712777,0.247876,711,1,9.603,11150,13520,9.477,9048,695,11530,1411,0.7976,0.0341,2160,0,6987,4.17,0.12,1.667,7.91,7.746,-4.876,2.088,0.008766,3.709,1.24,0.6294,2.1302,19.367503,39.633304,-0.1885,-0.5603,-0.000001,0.000011,-0.016542,0.026862,0.031547,-0.2498,-0.079193,0.26205,NTP
12.6937,143,0.009012,6.203871,86.99,0.3255,14.93,0.149,94.98,0.354766,0.628399,-0.315188,0.038301,111,1,14.51,12050,14390,29.43,1378,105,1125,535.1,0.8831,0.1057,772,0,6004,4.52,-0.26,0.898,7.344,13.69,-10.37,1.256,0.0118,10.9,1.06,0.7578,12.061,19.802767,40.028861,-1.204,-0.1421,0.000139,-0.000011,-0.44431,-1.3292,1.4015,-0.38335,-1.3877,1.4397,NTP
54.3563,164.07,0.166808,39.255348,88.54,0.999,6.378,38.72,10520,0.405539,0.54024,-0.260325,0.029033,23,1,547.5,1148,1326,906.6,299,22,15390,325.3,22.84,0.2897,566,1,6161,4.28,0,1.255,155.5,579.8,-3.456,0.6495,0.1174,892.7,0.9444,0.005961,106.61,19.528724,37.606599,0.01494,-0.1459,0.000107,0.001248,-0.026181,-0.049491,0.055989,-0.016169,0.0281,0.03242,PC
11.9613,131.913,0.5,45.587141,89.87,0.1,3,1.007,328200,0.463458,0.135706,0.409647,-0.262185,0,0,-1,-1,-1,11790,1430,109,15000000,183400,43.32,0.09775,701,1,5578,4.58,-0.24,0.794,1358,9114,-2214,3.103,0,2937,-0.00011,0.2429,-1,0,0,0,0,0,0,0,0,0,0,0,0,AFP
1.28505,131.936,0.006713,1.10894,43.95,0.7984,5.429,0.09869,44.14,0.265972,1.08355,-1.060916,0.37357,355,1,9.376,9606,8493,15.05,3627,278,6296,1598,1.403,0.02549,2590,0,6785,4,-0.28,1.915,7.136,10.24,-8.388,2.812,0.1422,3.642,0.9156,0.8191,12.256,19.762602,39.598274,0.09243,1.275,0.000005,0.000021,0.73036,-1.8726,2.01,0.68838,0.17948,0.7114,NTP
0.566773,131.85,0.011818,1.907115,74.8,0.5,1.997,0.03098,159.3,0.520912,-0.015118,0.566702,-0.314515,2003,1,20.79,31760,38290,14.96,25580,1967,43760,3368,1.094,0.01311,1990,1,5615,4.55,-0.06,0.848,9.052,12.18,-2.614,0.655,0,18.59,1.707,0.2146,88.758,19.445557,42.883807,0.6021,-2.17,-0.000101,0.000427,-1.8518,-2.1806,2.8608,-1.7906,-2.1045,2.7632,NTP
24.09,154.285,0.107305,9.692415,84.4,0.9462,10.92,6.295,6878,0.466333,0.046825,0.573932,-0.329985,43,1,185.1,3396,4035,307.5,546,41,4852,400.1,9.414,0.1475,551,1,5354,4.5,-0.36,0.804,41.54,188.3,-24.84,0.7102,0.2187,265.2,0.9827,0.1319,217.91,19.609567,38.893118,0.3383,-0.1512,-0.002582,-0.001571,0.42029,0.19648,0.46395,0.27029,-0.015322,0.27073,AFP
0.746634,131.858,0.002911,2.309815,82.54,0.3,2.363,0.007536,9.411,0.61566,-0.007294,-0.018845,0.000247,1793,1,5.589,33440,40270,10.9,22850,1757,24670,2522,1.406,0.02387,6440,0,10715,3.66,0.07,4.426,6.047,8.181,-7.428,4.616,0.009041,1.772,0.6832,0.908,9.308,19.15166,38.566424,0.6382,3.948,-0.000005,-0.000038,0.23964,0.89706,0.92852,0.28506,0.93898,0.9813,AFP
0.566847,131.783,0.003634,1.049269,30.88,0.9006,1.828,0.0345,11.28,0.35487,0.593173,-0.241467,0.005164,2360,1,8.516,34180,41660,11.03,30290,2329,39170,3559,0.408,0.0129,2320,0,5887,4.36,-0.3,1.029,5.79,9.883,-2.868,1.218,0.000036,8.117,0.8616,0.2901,45.378,19.45138,42.848924,1.931,-3.119,-0.000028,0.000037,-1.0966,-0.83492,1.3783,-1.2498,-0.75036,1.4578,NTP
20.5059,140.423,0.041086,40.366602,89.99,0.005446,4.04,0.1594,2159,0.637626,-0.590804,1.322873,-0.555726,69,1,75.83,2068,2591,97.44,897,68,712.4,172.5,3.412,0.1326,518,1,4905,4.54,-0.04,0.761,14.02,76.67,-3.617,0.7067,3.904,108.5,0.9891,0.04717,1.2615,19.287698,39.153308,0.07556,0.102,-0.000078,-0.000183,-0.048921,0.026667,0.055717,0.006259,0.10702,0.1072,PC
627.287,205.815,0.00722,316.33907,89.91,0.485,13.37,0.1251,58.92,0.350614,0.707068,-0.472204,0.117984,3,1,3.528,313.6,306.3,30.06,39,2,55.38,7.126,1.465,1.581,293,1,6131,4.03,-0.15,1.86,7.239,7.71,-3.571,0.7814,0.2048,9.867,0.4576,0.4632,7.2954,19.157498,38.711403,1.826,-9.412,-0.000244,0.00047,-13.529,-13.31,18.979,-15.518,-15.287,21.783,NTP
9.59993,136.58,0.01566,15.006265,88.11,0.4961,4.331,0.08814,279.7,0.527414,0.079233,0.375429,-0.22907,142,1,36.7,4743,5765,54.86,1820,139,9456,553.6,2.174,0.09096,968,3,5865,4.27,0.16,1.272,16.92,34.16,-3.178,0.7252,0.02904,47.1,1.075,0.09303,14.667,19.349162,41.331372,-0.5796,-0.02969,0.000148,0.000013,-0.34727,-0.10386,0.36247,-0.40871,-0.088529,0.41819,PC
4.94493,131.612,0.037688,15.242418,88.14,0.4946,2.261,0.1075,1669,0.596764,-0.462432,1.140632,-0.457766,216,1,90.1,4779,4641,108.6,2795,214,13980,3278,2.517,0.04786,706,1,4478,4.64,-0.44,0.612,22.78,108.1,-16.06,1.431,0.000413,75.54,0.8333,0.1486,9794.7,19.582318,39.826835,-6.56,3.512,0.0114,-0.005792,-3.7429,2.9219,4.7484,-3.6469,2.8646,4.6374,AFP
3.64882,132.841,0.005437,2.541235,83.45,0.2901,10.56,0.06231,34.74,0.362935,0.668858,-0.421538,0.099751,369,1,10.34,20550,21000,37.83,4641,356,117700,14690,1.243,0.04951,1740,0,6061,3.88,-0.12,2.096,4.6,9.329,-4.881,2.504,0,3.726,1.109,0.5233,84.814,19.132293,39.516569,-0.6433,2.085,0.000029,-0.000079,-0.026358,0.041377,0.049059,0.057902,0.022204,0.062013,AFP
3.89594,131.568,0.094021,11.152003,86.74,0.6348,2.378,0.3248,9524,0.447516,0.180361,0.362499,-0.246729,274,1,381.4,4955,5915,372,3471,266,26130,422.8,8.013,0.04584,1010,1,5557,4.58,-0.3,0.781,38.08,389.6,-2.201,0.5872,0.6963,663.5,0.9791,0.005649,144.57,19.643683,39.308307,0.02227,-0.1919,0.002152,0.001012,-0.24545,0.23827,0.34208,-0.009798,-0.019478,0.021804,PC
1.30356,131.78,0.014617,6.366418,83.67,0.7024,1.145,0.03212,219.6,0.405007,0.493056,-0.168098,-0.014558,821,1,22.22,10070,11970,22.14,10580,813,8255,1195,1.523,0.02365,1690,1,6045,4.49,-0.12,0.955,5.378,20.68,-3.258,0.8413,0.002788,24.58,1.075,0.1576,101.53,19.575029,38.731953,2.823,-1.898,-0.000639,0.000333,2.2327,-1.9274,2.9495,2.3223,-1.9429,3.0278,AFP
5.08543,132.037,0.007346,1.791802,64.79,0.7632,14.26,0.2465,53.92,0.438822,0.193953,0.358287,-0.246701,268,1,11.59,28360,34920,16.17,3354,257,2115,566.7,0.6076,0.05437,908,0,5511,4.6,-0.34,0.758,4.967,10.89,-10.85,3.451,1.136,3.154,1.064,0.9964,0.40393,19.215095,42.337837,0.3717,0.205,-0.000018,-0.000009,-0.22477,0.1974,0.29915,-0.32374,0.27258,0.42321,NTP
6.41995,132.951,0.007315,3.365032,89.8,0.01153,14.68,0.1066,62.39,0.430226,0.740004,-0.753534,0.265226,172,1,8.321,18160,22340,45.13,2080,159,5416,7806,1.438,0.07856,1500,0,7103,4.12,0.1,1.802,4.886,8.471,-9.417,3.056,0.3918,2.772,0.9823,1.112,26.656,19.656265,39.811121,0.377,-0.6066,-0.000025,0.000048,-0.34734,0.1633,0.38381,-0.42767,0.38995,0.57876,NTP
0.56678,131.811,0.001307,2.268251,72.02,0.7,1.367,0.003493,1.771,0.511868,0.007879,0.54188,-0.304523,2360,1,0.3265,28470,34440,10.98,30320,2331,32720,3269,0.1187,0.01301,1970,0,5588,4.56,-0.1,0.832,6.744,9.437,-3.024,0.8201,0,11.51,0.0346,0.3205,-1,0,0,0,0,0,0,-0.44292,-1.0524,1.1418,-0.43332,-1.0659,1.1506,NTP
3.21588,133.51,0.010003,1.024735,15.22,0.9888,4.936,1.606,61.93,0.289783,0.893743,-0.715475,0.21224,333,1,16.56,24960,30220,21.07,4186,321,5151,871.4,1.131,0.04287,1370,1,6300,4.41,-0.32,1.036,11.1,14.28,-10.18,3.41,0.007033,4.187,1.16,0.7129,63.322,19.683782,40.257168,0.2526,-1.232,0.000053,0.000168,-0.046421,-0.67797,0.67956,0.063401,-0.33211,0.33811,NTP
17.2812,136.006,0.03511,44.223378,89.39,0.4735,2.748,0.119,1429,0.597833,0.049157,0.228754,-0.074452,80,1,28.8,1574,2050,38.29,1014,77,946.4,231,1.996,0.1062,424,3,4345,4.73,-0.86,0.521,6.052,27.41,-3.339,0.7813,0.009613,35.08,1.051,0.1218,33.313,19.455605,39.307616,-0.7066,0.9199,0.001283,-0.00124,0.12515,0.16353,0.20592,0.21204,0.12112,0.24419,PC
30.433,131.979,0.018703,54.39536,89.11,0.8436,2.44,0.1489,329.6,0.377043,0.83333,-0.83167,0.292309,48,1,7.532,1032,1257,8.733,624,47,626.6,80.39,2.959,0.2139,809,0,7043,4.26,-0.02,1.45,7.233,8.235,-4.851,1.262,0.06506,6.524,0.9146,0.5891,14.599,19.708212,42.578204,-0.3368,-1.066,0.000067,0.000327,-0.053237,-0.013169,0.054841,-0.12361,-0.077283,0.14578,NTP
11.1896,140.63,0.010489,14.83248,88.23,0.4571,5.194,0.06797,125.1,0.378391,0.643514,-0.41379,0.098023,112,1,12.88,4276,5286,18.83,1417,108,1641,424,1.677,0.1014,1040,3,6188,4.15,-0.08,1.465,4.146,12.28,-3.604,0.6765,0.7176,18.16,1.049,0.2934,9.4467,19.027988,39.706323,0.599,0.7681,-0.000088,-0.000117,-0.55549,0.3174,0.63977,-0.59649,0.30984,0.67216,PC
2.60727,131.83,0.056019,5.852511,82.99,0.7138,2.649,0.2722,3234,0.462108,0.45321,-0.215499,0.020266,35,1,173.2,742.5,854.9,187.3,455,34,39750,48.15,7.439,0.04012,1540,1,6357,4.37,0.21,1.217,46.36,180.1,-2.411,0.4853,0.001001,371.1,0.9614,0.01339,151.09,19.39579,40.124998,0.4049,0.2791,-0.000655,-0.001518,0.38168,0.79216,0.87932,0.37769,0.80407,0.88835,PC
2.7869,132.996,0.007579,2.839269,75.47,0.7124,5.343,0.08099,59.38,0.301201,0.874612,-0.703295,0.210103,383,1,12.85,16830,20190,18.48,4927,378,8198,1309,0.918,0.03914,1490,0,6328,4.36,-0.26,1.11,4.772,13.55,-5.725,2.868,1.177,4.725,0.9479,0.4224,14.783,19.713223,40.685337,-0.03426,0.4916,0.000006,-0.000031,-0.038697,0.15344,0.15825,-0.032573,0.27807,0.27997,NTP
142.544,202.882,0.029096,84.633946,89.49,0.7582,8.953,0.5742,848.7,0.482478,0.111811,0.408498,-0.254301,8,1,12.31,607.7,745.4,14.95,104,7,39.13,9.519,2.67,0.5182,317,3,5646,4.55,-0.14,0.841,5.326,11.93,-3.43,0.6845,0.1211,17.42,1.033,0.2876,15.995,19.096823,42.657561,-0.9353,-1.149,0.001195,0.001256,-0.23238,-0.81669,0.8491,0.20725,-0.94166,0.9642,PC
3.22599,134.725,0.006996,6.712085,82.31,0.8979,1.674,0.05835,42.78,0.190005,1.194539,-1.108215,0.379104,415,1,7.001,5395,6542,8.776,5317,408,75910,715.5,0.9573,0.04249,1550,1,6475,4.23,-0.58,1.254,35.93,7.376,-3.41,0.871,1.133,8.469,0.9492,0.4623,7.182,19.125996,39.107898,1.275,1.9,-0.000057,-0.000078,1.0597,-1.7509,2.0466,0.98174,-1.6018,1.8787,NTP
1.8581,131.819,0.005151,2.437229,78.16,0.5,5.078,0.03464,29.34,0.313429,1.021199,-1.059277,0.381046,492,1,11.01,18650,19180,12.22,5161,396,7796,1141,1.133,0.03407,2460,0,7241,4.01,-0.2,2.016,3.594,8.994,-6.244,1.586,0.6446,5.671,1.225,0.6943,6.1345,19.507684,41.68186,-0.1918,-0.4676,0.000006,0.000015,0.045727,0.29287,0.29642,0.12325,0.25461,0.28287,NTP
0.566793,131.796,0.005212,2.218318,82.23,0.2998,1.873,0.01066,31.19,0.292414,0.992685,-0.942524,0.324423,2362,1,8.662,34760,42380,13.55,30260,2327,29500,3222,0.7451,0.01442,2840,0,6745,4.3,-0.2,1.31,11.89,10.63,-2.896,1.045,0.000001,10.17,0.8145,0.2724,5.6227,19.445074,42.755034,0.48,-1.822,-0.000019,0.000055,-1.0627,-1.3314,1.7035,-1.0565,-1.3846,1.7416,NTP
2.12311,132.899,0.007181,2.275109,84.9,0.2021,7.034,0.05227,59.6,0.321593,0.980329,-0.997898,0.356127,507,1,8.085,28100,33640,28.11,6461,496,20290,8724,1.246,0.03625,2080,0,7121,4.18,-0.16,1.59,55.91,8.528,-11.04,5.209,0.06616,1.637,0.948,1.295,7.051,19.69897,40.795752,-0.6896,0.07822,0.00004,0.000003,0.16043,-0.16107,0.22734,0.21973,-0.094561,0.23921,NTP
2.18907,132.087,0.018815,8.548081,85.25,0.7071,1.435,0.05206,364.9,0.495508,0.09212,0.41767,-0.256014,519,1,19.33,6303,7594,18.7,6604,507,4588,860.4,1.758,0.03245,1290,1,5693,4.55,-0.08,0.856,11.52,17.7,-13.17,2.06,0.003371,8.591,1.092,0.744,460.13,19.058595,39.683714,6.134,-8.05,-0.00224,0.002945,2.9747,-3.5446,4.6274,2.9355,-3.7977,4.8,AFP
4.17625,133.091,0.033622,8.754085,87.8,0.3358,3.563,0.1301,1398,0.688261,-0.679131,1.371911,-0.553011,259,1,223.1,7086,8593,230.6,3237,248,11770,434.5,2.869,0.04823,880,1,4952,4.58,0.26,0.782,21.33,224,-1.813,0.598,0.7503,374.6,0.9959,0.008092,206.39,19.768306,39.249812,0.8317,0.1875,0.000802,-0.000141,-0.060226,-0.020612,0.063655,0.46123,0.21175,0.50751,PC
2.90833,131.572,0.005418,1.852553,60.93,0.9,5.375,0.1491,25.79,0.492939,0.243448,-0.022585,-0.048996,466,1,6.443,18430,23200,19.68,5967,458,10440,3255,2.61,0.05466,3210,0,8107,3.56,0.07,4.414,4.412,11.03,-3.758,0.8569,0.001814,12.87,0.5843,0.3408,5.4697,19.060204,38.20256,0.189,1.045,-0.000031,-0.000015,-0.21223,3.0745,3.0818,0.37114,3.2012,3.2227,AFP
41.806,142.818,0.019556,48.333154,89.44,0.4687,5.983,0.1463,437,0.411019,0.423854,-0.040989,-0.070877,31,1,25.25,1474,1744,30.25,403,30,287,67.45,2.076,0.2328,533,1,5907,4.45,-0.16,0.973,7.281,23.76,-2.853,0.6289,2.258,37.77,1.063,0.1201,0.44463,19.342112,41.381555,0.4933,0.1973,-0.000004,-0.000083,-0.16841,0.088948,0.19045,-0.17933,0.13311,0.22333,PC
0.578047,131.794,0.003782,1.660332,89.76,0.00688,2.67,0.01006,18.29,0.584235,-0.331861,0.925041,-0.363682,1847,1,7.684,36950,44630,11.13,23690,1821,33610,3689,0.2439,0.01131,1420,0,4438,4.66,-0.54,0.591,9.257,8.552,-5.072,0.9121,0.000046,9.376,0.8985,0.5931,0.12068,19.553258,40.070129,0.1702,-0.041,-0.000003,-0.000004,-0.043872,0.20946,0.21401,-0.14352,-0.053908,0.15331,NTP
