@relation tce_half-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42

@attribute tce_period numeric
@attribute tce_time0bk numeric
@attribute tce_ror numeric
@attribute tce_dor numeric
@attribute tce_incl numeric
@attribute tce_impact numeric
@attribute tce_duration numeric
@attribute tce_ingress numeric
@attribute tce_depth numeric
@attribute tce_ldm_coeff1 numeric
@attribute tce_ldm_coeff2 numeric
@attribute tce_ldm_coeff3 numeric
@attribute tce_ldm_coeff4 numeric
@attribute tce_num_transits numeric
@attribute tce_full_conv numeric
@attribute tce_model_snr numeric
@attribute tce_model_chisq numeric
@attribute tce_model_dof numeric
@attribute tce_robstat numeric
@attribute tce_dof1 numeric
@attribute tce_dof2 numeric
@attribute tce_chisq1 numeric
@attribute tce_chisq2 numeric
@attribute tce_prad numeric
@attribute tce_sma numeric
@attribute tce_eqt numeric
@attribute tce_nkoi numeric
@attribute tce_steff numeric
@attribute tce_slogg numeric
@attribute tce_smet numeric
@attribute tce_sradius numeric
@attribute tce_max_sngle_ev numeric
@attribute tce_max_mult_ev numeric
@attribute tce_minmes numeric
@attribute tce_mesmad numeric
@attribute tce_bin_oedp_stat numeric
@attribute tce_rmesmad numeric
@attribute tce_rsnrmes numeric
@attribute tce_rminmes numeric
@attribute tce_fwm_stat numeric
@attribute tce_fwm_sra numeric
@attribute tce_fwm_sdec numeric
@attribute tce_fwm_srao numeric
@attribute tce_fwm_sdeco numeric
@attribute tce_fwm_prao numeric
@attribute tce_fwm_pdeco numeric
@attribute tce_dicco_mra numeric
@attribute tce_dicco_mdec numeric
@attribute tce_dicco_msky numeric
@attribute tce_dikco_mra numeric
@attribute tce_dikco_mdec numeric
@attribute tce_dikco_msky numeric
@attribute av_training_set {PC,AFP,NTP}

@data
1.51708,132.239,0.00418,1.582021,61.65,0.7513,4.881,0.0464,17.65,0.27518,0.955896,-0.809692,0.255971,888,1,7.302,34210,41040,11.33,11220,862,14220,1952,0.6509,0.02638,2060,0,6350,4.16,-0.32,1.427,4.758,7.266,-6.384,3.273,0.1069,2.22,1.005,0.8785,6.5747,19.708513,42.46033,0.03615,0.8656,-0.000001,-0.000016,0.21462,0.78432,0.81316,0.20123,0.65015,0.68058,NTP
0.566756,131.847,0.007392,2.571075,84.58,0.2427,1.646,0.01283,64.63,0.471078,0.2842,0.101648,-0.123301,2304,1,9.017,31780,37980,15.81,29420,2262,39690,3293,0.801,0.01384,2250,0,6014,4.49,0.07,0.993,5.277,11.77,-4.451,1.671,0.001364,7.045,0.7661,0.3781,1.0438,19.437079,42.815104,-0.2092,1.021,-0.000002,-0.00006,-2.7939,-1.8146,3.3315,-2.8311,-1.8624,3.3888,NTP
2.20427,132.873,0.008003,4.438817,78.28,0.9016,1.71,0.07021,56.22,0.483362,0.25411,-0.060432,-0.029912,468,1,15.75,6439,7823,14.74,5980,459,5208,675.6,2.784,0.04203,3210,0,8365,3.74,-0.12,3.188,10.35,15.13,-9.259,3.351,0.02932,4.514,1.041,0.6121,0.023649,18.983879,40.30611,-0.2075,0.07135,0.000003,-0.000002,0.084931,0.014973,0.086241,0.089983,0.023997,0.093128,NTP
97.4975,197.743,0.091687,28.761541,88.01,1,11.34,5.67,3076,0.280408,1.073246,-1.084952,0.384377,12,1,6.721,211.6,273.7,11.21,39,2,58.14,6.124,15.3,0.4571,573,0,7097,4.2,-0.28,1.529,6.176,7.148,-5.355,0.9617,0,7.432,0.9403,0.7492,10.227,19.928824,40.552897,0.3083,-0.3713,0.001619,-0.000183,-0.20911,0.13361,0.24815,-0.010275,0.069913,0.070664,NTP
0.519821,131.961,0.032192,2.719797,87.89,0.1,1.5,0.04724,1218,0.408277,0.611996,-0.420307,0.103717,384,0,-1,-1,-1,14.86,2769,212,2775,1076,4.114,0.0136,2630,1,6418,4.39,0.07,1.171,6.458,11.59,-18.14,3.851,0,3.01,-0.08627,1.565,-1,0,0,0,0,0,0,0,0,0,0,0,0,NTP
0.566801,131.801,0.031721,2.223181,87.42,0.1,2,0.06209,1201,0.333669,0.641978,-0.290496,0.022687,2357,0,-1,-1,-1,14.74,30290,2329,26200,3050,2.887,0.01287,2080,0,5850,4.54,-0.4,0.834,6.502,12.32,-2.899,0.829,0,14.86,-0.08118,0.2353,-1,0,0,0,0,0,0,0,0,0,0,0,0,NTP
0.649062,131.974,0.007166,1.62991,67.15,0.6329,2.384,0.02816,55.26,0.424584,0.442165,-0.111762,-0.035679,1596,1,7.512,30580,37520,9.33,20240,1556,22720,2247,0.7812,0.01504,2180,0,6077,4.47,-0.04,0.999,7.439,7.4,-4.697,1.54,1.665,4.805,1.015,0.6348,24.462,19.715745,39.945401,-4.093,0.07603,0.000278,0.000035,-1.2175,0.12278,1.2236,-0.87642,0.82049,1.2006,NTP
0.691624,132.122,0.002339,2.372627,87.59,0.09969,2.221,0.005236,6.367,0.357006,0.871079,-0.855983,0.299267,1886,1,1.939,32330,39940,11.43,24060,1850,60020,3504,0.4067,0.01718,2960,0,6958,4.18,-0.06,1.593,6.069,10.04,-4.072,2.499,0,4.018,0.193,0.4054,3.6405,19.936115,41.187244,-4.471,4.887,0.00003,-0.000031,-0.24547,-0.093592,0.2627,-0.29276,-0.074971,0.30221,NTP
0.566772,131.834,0.010308,2.016823,75.29,0.512,1.87,0.02576,122.3,0.585022,-0.085074,0.480502,-0.172223,2360,1,13.58,34730,42470,14.3,30200,2322,38050,3684,0.6063,0.0111,1340,1,4374,4.73,-0.68,0.539,5.458,12.01,-0.9749,0.4442,0.01762,27.05,1.13,0.08115,47.689,19.438928,42.830933,1.161,3.178,-0.000133,-0.000409,-1.3649,-0.048445,1.3657,-1.2382,-0.2954,1.2729,NTP
0.566745,131.865,0.00603,1.182227,39.89,0.9072,1.593,0.05248,29.9,0.534001,-0.051714,0.607055,-0.329476,2363,1,6.206,31230,38050,12.58,30200,2322,39630,3682,0.5639,0.01319,2000,0,5632,4.55,-0.02,0.857,5.293,9.532,-3.131,0.7382,0,12.91,0.6511,0.3284,25.165,19.420152,42.642392,-5.818,2.994,0.000171,-0.000086,-3.3484,-1.5139,3.6748,-3.3057,-1.4265,3.6004,NTP
459.039,260.497,0.014182,264.31697,89.88,0.5619,11.2,0.2274,235,0.686447,-0.838489,1.480687,-0.455908,3,1,4.92,227.4,221.8,32.31,39,2,3953,11.5,78.1,1.134,1160,0,3948,1,-0.51,50.47,196.3,8.267,-10.05,0.6865,0.663,12.04,0.5952,1.215,12.94,19.20075,42.475143,-6.547,0.6945,0.001586,-0.000131,0,0,0,0,0,0,NTP
376.07,425.664,0.469457,576.47214,89.92,0.8138,6.098,4.025,150000,0.229013,0.957791,-0.660181,0.16819,4,1,940.1,144600,136.1,1753,39,2,27110000,118800,41.7,0.914,237,0,5689,4.47,-0.74,0.814,1023,1115,-617.4,0.8794,0.01586,1268,0.8433,0.5538,870150,19.738003,39.598414,17.53,14.63,-3.103,-2.615,2.0934,2.1384,2.9925,1.9812,2.0588,2.8572,NTP
0.837342,131.548,0.008874,2.59775,83.37,0.3,2.372,0.02291,90.56,0.447171,0.409895,-0.20214,0.015827,1592,1,9.05,20760,21830,11.16,20360,1565,23260,2910,2.562,0.0211,3650,1,7384,3.85,-0.14,2.646,5.401,9.301,-8.313,3.196,0.1219,2.911,0.973,0.8937,21.008,19.939688,40.198097,-0.3522,-0.2638,0.000035,0.00005,0.14543,0.093094,0.17267,0.028383,0.13512,0.13807,NTP
30.9966,160.789,0.026896,49.09438,89.03,0.8316,2.906,0.2336,662.6,0.652803,-0.478585,1.132248,-0.504004,44,1,55.07,1115,1276,58.6,559,42,327.1,72.38,2.504,0.1885,500,1,5324,4.54,0.21,0.853,13.92,50.45,-3.228,0.7284,0.0178,69.26,1.092,0.06398,13.552,19.816846,40.288449,0.2267,-0.5422,-0.000245,0.000233,0.18737,0.24937,0.31192,-0.12771,0.085703,0.1538,PC
1.05344,131.592,0.00441,1.102649,34.9,0.9044,3.19,0.07542,16.97,0.44234,0.364188,-0.130321,-0.017514,1268,1,2.318,30840,39150,14.13,16160,1242,46830,4478,1.576,0.02575,3990,0,8014,3.72,-0.08,3.274,7.189,8.845,-6.662,5.217,0.006134,1.695,0.2621,0.7532,11.011,19.059996,37.607427,0.5733,-1.882,-0.00001,0.000032,-0.007651,0.22738,0.22751,0.008653,0.24604,0.24619,NTP
0.963724,131.686,0.002937,2.52155,83.49,0.2859,2.807,0.008949,9.86,0.281832,1.086862,-1.116432,0.398468,1108,1,4.54,24000,29190,8.8,14130,1086,23770,1946,0.574,0.02143,2900,0,7191,4.08,-0.3,1.791,7.297,7.189,-4.547,2.283,0.006666,3.149,0.6316,0.6326,9.0794,19.64364,39.378744,-0.5915,4.405,0.000006,-0.000044,-0.11183,0.5686,0.57949,-0.12548,0.51773,0.53272,NTP
0.566788,131.797,0.007685,2.129158,87.31,0.1,2.039,0.01571,69.76,0.452235,0.5136,-0.317044,0.065098,2006,1,11.31,31530,38960,14.12,25650,1972,22970,2697,1.041,0.01466,2620,0,6449,4.37,0.21,1.241,5.496,12.44,-3.234,1.38,0.000285,9.015,0.9091,0.26,1.3405,19.415501,42.536389,-0.3414,0.6079,0.000017,-0.000048,-0.5264,-0.62989,0.82089,-0.61707,-0.77424,0.99006,NTP
3.62598,132.16,0.006733,4.113659,85.88,0.2954,6.481,0.04745,52.6,0.262126,1.005778,-0.884243,0.290032,369,1,9.646,19850,23700,15.8,4667,358,5361,1112,1.239,0.04791,1670,0,6398,4.03,-0.34,1.687,4.922,10.48,-6.32,2.442,0.3906,4.292,0.9204,0.6031,8.1873,19.793013,41.672827,0.4283,0.4582,-0.000033,-0.000048,-0.031875,0.21862,0.22094,-0.17509,-0.019246,0.17614,NTP
6.34854,134.081,0.005483,3.214158,84.58,0.3034,14.46,0.08682,36.33,0.391338,0.283364,0.275673,-0.196949,215,1,8.228,19830,23540,26.67,2665,204,4767,3349,4.412,0.08356,2160,0,5210,2.99,-0.44,7.375,3.351,8.717,-6.71,2.586,0.2604,3.371,0.9439,0.7697,30.62,19.14252,42.297852,-1.286,-1.269,0.000037,0.000039,0.03338,0.034757,0.04819,-0.11871,0.064968,0.13533,NTP
2.6357,131.789,0.005799,2.159501,86.76,0.1221,9.309,0.05447,39.65,0.300723,0.879261,-0.713662,0.214312,501,1,9.438,34250,40890,15.49,6058,465,12690,2258,0.6549,0.03839,1460,3,6363,4.44,-0.26,1.035,3.678,9.221,-6.1,2.637,0.2001,3.496,1.024,0.6615,8.6316,19.880972,39.9551,-1.429,0.001512,0.000063,-0.000007,-0.2154,0.28796,0.35961,-0.24006,0.24851,0.34553,AFP
1.50343,131.998,0.006347,3.31563,81.33,0.5,3.025,0.02539,44.49,0.401238,0.815926,-0.860629,0.312105,712,1,10.3,16480,20330,13.09,9061,696,10920,1288,1.174,0.02955,2410,0,7226,4.16,0,1.695,5.071,9.971,-6.66,2.647,0.004306,3.767,1.033,0.6679,22.929,19.610973,40.095007,1.895,-0.3724,-0.000083,0.000014,0.07511,0.012168,0.076089,0.16997,-0.005885,0.17008,AFP
0.730935,132.22,0.004922,2.42864,78.16,0.4984,2.006,0.01305,27.02,0.294892,0.905614,-0.752838,0.233202,1827,1,15.39,28450,34950,17.69,23350,1795,31810,2951,0.6869,0.01618,2500,1,6362,4.25,-0.26,1.279,6.046,14.7,-2.763,0.6634,0.03812,22.15,1.047,0.188,10.647,19.320756,38.325399,-0.3018,1.618,0.000009,-0.000045,-0.018543,1.1193,1.1195,0.12935,1.198,1.205,AFP
0.566804,131.798,0.005106,1.879829,74.57,0.5,2.008,0.01358,29.94,0.580341,-0.248827,0.874116,-0.429045,2363,1,13.72,37240,45420,11.8,30220,2324,48970,3984,0.4714,0.01295,1950,0,5462,4.54,0,0.846,10.81,9.637,-1.103,0.6729,0,14.32,1.424,0.1145,6.1434,19.451409,42.671078,-0.6058,-0.6187,0.000022,0.000019,-1.4623,-1.0311,1.7893,-1.444,-1.05,1.7854,NTP
1.22172,132.725,0.002377,1.000873,16.3,0.9607,2.669,0.07981,4.545,0.579145,0.077677,-0.034119,-0.005838,1092,1,7.309,25040,26500,13.19,13990,1075,28240,3466,0.8319,0.03072,4210,0,9338,3.84,0.07,3.207,10.15,9.213,-10.74,4.115,0,2.239,0.7933,1.166,-1,0,0,0,0,0,0,-2.0347,1.9801,2.8392,-1.8119,1.8813,2.612,AFP
5.93219,135.625,0.013944,8.270861,85.46,0.654,4.246,0.101,208.4,0.513001,0.099249,0.367384,-0.230574,192,1,12.65,6194,7646,12.61,2366,181,1441,288.1,1.487,0.06493,1000,1,5843,4.47,0.08,0.977,6.451,11.07,-3.423,0.8173,0.05138,13.55,1.142,0.3091,1.0186,19.784949,40.793969,0.304,2.479,0.000018,0.000103,0.28663,-2.9954,3.0091,0.35024,-0.76092,0.83766,PC
0.622409,131.993,0.009101,5.816341,83,0.7086,0.5873,0.01054,81.28,0.407805,0.691151,-0.588942,0.183837,2155,1,17.98,18410,31500,10.4,27690,2129,44100,3392,1.281,0.0157,2660,1,6661,4.34,0.07,1.29,2.907,8.412,-5.422,2.189,0.006302,3.842,2.137,0.6445,426.7,19.417229,38.89712,-3.819,-3.169,0.000309,0.000266,-2.2939,-5.5617,6.0161,-2.2894,-5.4468,5.9084,AFP
1.23683,131.973,0.004303,3.392054,81.52,0.5,2.426,0.01384,20.56,0.154828,1.296292,-1.23843,0.433224,868,1,10.25,16770,20010,9.143,11080,851,21490,1548,0.6413,0.0225,2270,0,6613,4.16,-0.7,1.366,5.069,7.243,-4.18,1.246,0.17,5.811,1.414,0.577,0.46207,19.721932,39.468812,-0.2604,0.04458,0.000007,-0.000002,0.24055,0.4153,0.47993,0.35778,0.36304,0.50971,NTP
2.05182,133.193,0.018407,2.118151,87.29,0.1,7.5,0.1369,398,0.234955,1.08286,-0.988784,0.333011,522,0,-1,-1,-1,14.67,6643,510,13340,2109,2.457,0.03199,1770,0,6507,4.28,-0.44,1.223,10.5,9.479,-4.729,3.062,0,3.095,-0.1055,0.4989,-1,0,0,0,0,0,0,0,0,0,0,0,0,NTP
1.84562,131.803,0.022726,4.600753,78.72,0.9,1.489,0.1598,440.2,0.29839,0.837241,-0.600637,0.167694,189,1,37.16,2267,2794,36.03,2392,183,3023,249.5,7.385,0.03302,2500,1,5974,3.64,-0.26,2.978,6.924,30.51,-5.08,1.114,0.01874,27.38,1.218,0.1665,378,19.912923,39.984066,5.022,0.09208,-0.001679,-0.000088,3.7757,0.63097,3.8281,3.9681,-0.035864,3.9683,AFP
0.567993,131.63,0.029546,2.223115,87.42,0.1,2,0.05796,1056,0.499798,0.104399,0.385255,-0.242011,1322,0,-1,-1,-1,11.45,8697,668,11730,1469,3.224,0.01343,2200,0,5780,4.44,0,1,5.952,9.645,-5.325,2.583,0,3.734,-0.1037,0.5521,-1,0,0,0,0,0,0,0,0,0,0,0,0,NTP
2.16172,132.021,0.008774,2.25097,87.45,0.1,7.364,0.0647,90.41,0.25065,1.040654,-0.935137,0.308206,620,1,10.73,35150,42140,19.67,7813,600,19110,5462,1.006,0.03367,1610,0,6517,4.43,-0.38,1.051,6.077,12.11,-8.92,2.555,0.000042,4.739,0.8864,0.7366,13.288,19.968532,40.616414,1.817,1.057,-0.000119,-0.0001,0.37598,-0.17075,0.41294,0.45721,-0.040495,0.459,NTP
4.295,132.206,0.005698,1.378883,54,0.8105,14.17,0.2315,31.4,0.356379,0.774621,-0.635646,0.196724,319,1,7.642,29430,35170,18.76,4030,309,6363,2808,1.01,0.05509,1540,0,6432,4.1,-0.06,1.624,4.593,8.487,-4.789,2.348,0.05132,3.615,0.9004,0.5642,0.25873,19.212947,40.700007,0.1192,0.2418,-0.000003,-0.000002,0.23355,0.028572,0.23529,0.29092,0.15343,0.3289,NTP
0.53591,131.958,0.001173,2.039469,81.54,0.3,1.917,0.002468,1.637,0.485965,0.095812,0.431441,-0.263359,2500,1,0.4281,37960,45930,10.29,31970,2458,30220,3329,0.1067,0.01252,2030,0,5631,4.55,-0.14,0.834,5.562,8.675,-4.681,2.513,0,3.452,0.04935,0.5396,-1,0,0,0,0,0,0,-2.7428,-5.4943,6.1408,-2.8434,-5.5094,6.1998,NTP
47.9874,160.649,0.031582,34.355396,88.5,0.9003,5.374,0.7742,834,0.510001,0.035549,0.491041,-0.281814,22,1,27.76,919.5,1102,47.45,286,21,271.1,116.7,3.381,0.2494,494,1,5641,4.41,-0.06,0.981,11.43,27.04,-3.962,0.6965,0.9428,38.82,1.027,0.1465,2.9998,18.88078,41.038036,0.2328,-0.08732,-0.000287,-0.000052,-0.31448,-0.20456,0.37516,-0.27362,-0.43442,0.51341,PC
30.7311,147.534,0.027217,120.00622,89.95,0.1,2,0.05351,855.2,0.34233,0.948014,-0.986667,0.353925,28,0,-1,-1,-1,20.44,52,3,84.81,17.23,5.019,0.2186,896,0,7304,4.15,-0.14,1.69,12.07,17.25,-7.75,1.444,0,11.95,-0.05796,0.4491,-1,0,0,0,0,0,0,0,0,0,0,0,0,NTP
4.75461,135.516,0.006817,2.327809,82.31,0.3116,14.94,0.1119,53.17,0.24337,1.139328,-1.140265,0.403694,286,1,13.72,32870,39120,30.69,3588,275,5980,2091,1.134,0.05997,1580,0,7092,4.18,-0.44,1.525,4.522,14.62,-9.594,2.844,2.606,5.142,0.938,0.6561,20.335,19.434363,38.058183,-0.9078,-0.8531,0.000058,0.000037,0.33116,0.28845,0.43916,0.39911,0.34297,0.52623,NTP
13.9033,143.53,0.0193,25.763379,88.64,0.6135,3.356,0.1008,410.7,0.590911,-0.344567,1.019772,-0.477758,101,1,15.35,2578,3142,16.64,1287,98,875.5,258.1,1.725,0.1058,646,1,5261,4.52,-0.06,0.819,6.007,15.04,-2.561,0.6702,0.8464,22.44,1.021,0.1703,5.2423,19.952833,41.153225,0.6208,0.5221,-0.00011,-0.000247,-0.26433,1.0644,1.0968,-0.24818,1.1236,1.1507,PC
568.266,275.816,0.034076,112.70801,89.52,0.9396,16.64,3.833,783.7,0.687043,-0.788964,1.497756,-0.538357,3,1,4.408,320.8,354.7,15.16,39,2,4579,19.32,94.55,1.352,817,0,4268,1.64,-0.34,25.43,273.9,11.03,-3.636,0.6628,4.52,16.64,0.3998,0.3298,4.6374,19.845873,39.871175,0.3605,-0.3411,-0.000224,0.000085,-0.37669,-0.32213,0.49564,-0.39553,-0.55331,0.68014,NTP
1.02527,131.797,0.004756,1.832379,79.31,0.3399,4.042,0.02162,26.09,0.359331,0.77092,-0.639281,0.198821,1048,1,7.639,29560,35480,13.73,13270,1020,22700,2699,0.7567,0.02142,2360,0,6477,4.21,-0.06,1.458,4.919,8.299,-5.628,3.435,0.01098,2.416,0.9205,0.6781,5.7623,19.623392,38.83913,1.105,-0.4666,-0.000029,0.000011,0.26456,0.14749,0.3029,0.23964,0.095821,0.25808,NTP
6.28378,133.209,0.005883,8.771159,85.58,0.6758,4.077,0.04369,36.63,0.484322,0.208143,0.222213,-0.172647,207,1,13.05,6413,7890,13.8,2600,199,1609,433.4,0.7877,0.06741,1110,3,5888,4.28,0.06,1.227,4.4,11.94,-2.704,0.7746,0.3404,15.41,1.093,0.2265,5.0372,19.158091,39.603894,0.3038,1.166,-0.000005,-0.000043,0.83167,-0.42099,0.93215,0.94837,-0.27133,0.98642,PC
6.33703,131.901,0.006254,3.0227,79.16,0.5683,13.3,0.1217,42.78,0.256904,1.055405,-0.980405,0.333541,219,1,9.966,22540,25100,20.9,2704,207,3590,1867,1.048,0.07088,1350,1,6581,4.14,-0.34,1.536,4.223,9.212,-5.609,2.66,0.5423,3.463,1.082,0.6089,1.9132,19.346921,38.374802,0.4665,-0.4626,-0.00002,0.00002,0.035566,0.66333,0.66428,0.016875,0.62759,0.62782,AFP
4.24047,132.84,0.012577,3.230315,77.44,0.7026,7.312,0.1772,164.1,0.439905,0.706055,-0.704637,0.244956,320,1,12.4,9288,10920,42.37,4056,311,11640,6893,2.293,0.05929,1650,0,7032,4.18,0.18,1.671,4.277,13.69,-7.199,3.297,1.284,4.151,0.9056,0.5259,34.569,19.060413,37.964066,-0.9694,-0.6255,0.000156,0.000029,0.20757,-0.057358,0.21535,0.21463,-0.12173,0.24675,NTP
2.48402,133.73,0.015113,2.445514,74.64,0.6476,6.066,0.1539,242.2,0.233324,1.172616,-1.180791,0.421427,434,1,12.5,19670,22830,18.89,5538,425,5426,915.7,3.559,0.03989,2300,0,7074,3.91,-0.5,2.158,3.554,12.59,-9.46,3.904,0.00345,3.225,0.993,0.7514,12.3,19.612687,38.524417,-0.07617,-0.5145,0.000002,0.000101,0.39016,-1.6828,1.7274,-0.15979,-2.7116,2.7163,AFP
0.91037,131.907,0.004545,2.004856,89.99,0.000294,3.485,0.01577,24.04,0.417474,0.786677,-0.82179,0.296078,675,1,9.516,16550,16530,10.78,6500,499,5728,1057,1.303,0.02243,3400,0,7130,3.86,0.07,2.627,3.893,8.163,-6.287,4.047,0.738,2.017,1.166,0.7702,3.6797,19.872466,41.139571,0.5735,-0.1415,-0.000018,0.000009,-0.10664,-0.17325,0.20344,-0.17649,-0.092947,0.19947,NTP
0.566777,131.85,0.0087,1.492084,62.82,0.6816,2.158,0.03451,79.65,0.419737,0.371365,0.045269,-0.109685,2002,1,11.96,33620,41030,13.89,25540,1964,23380,2845,0.8241,0.01323,2090,0,5853,4.54,-0.18,0.868,9.069,9.852,-3.685,1.226,2.08,8.036,1.214,0.374,11.72,19.407964,42.550239,1.076,1.473,-0.000097,-0.000127,-2.4865,0.15502,2.4913,-2.5741,-0.030523,2.5743,NTP
