modlem-boosting,half,all,50,86.40419947506561,0.13595800524934384,105262
modlem,all,all,50,86.16797900262468,0.13832020997375327,105626
random-modlem,half,no_pix,50,76.69291338582677,0.23307086614173228,77032
random-forest,all,all,50,90.76115485564304,0.09238845144356955,2976
random-forest,half,all,50,88.13648293963254,0.11863517060367454,1541
modlem-bagging,half,no_pix,75,76.65615141955836,0.2334384858044164,448253
random-modlem,all,all,75,88.13648293963254,0.11863517060367454,1713835
modlem,all,no_pix,25,72.5984251968504,0.2740157480314961,18279
random-modlem,all,all,50,87.95275590551181,0.1204724409448819,578324
random-forest,half,all,25,87.21988795518207,0.12780112044817926,993
modlem-bagging,half,all,25,80.53221288515407,0.19467787114845939,31253
random-forest,half,no_pix,25,80.25210084033614,0.19747899159663865,997
random-modlem,all,no_pix,75,79.5275590551181,0.2047244094488189,1507339
modlem-boosting,half,all,25,83.92857142857143,0.16071428571428573,21973
modlem,all,all,75,88.34645669291339,0.11653543307086614,276755
modlem-boosting,half,no_pix,75,79.28496319663512,0.20715036803364878,335403
modlem-boosting,all,no_pix,25,78.16272965879266,0.2183727034120735,136477
modlem,all,no_pix,50,75.06561679790026,0.24934383202099739,110479
modlem-bagging,half,all,50,85.56430446194226,0.14435695538057744,178763
modlem-boosting,all,no_pix,75,79.26509186351706,0.2073490813648294,2145282
modlem,half,all,50,83.2020997375328,0.1679790026246719,18062
modlem,half,no_pix,75,75.0788643533123,0.24921135646687698,49884
modlem-bagging,all,all,75,89.18635170603675,0.10813648293963254,2647471
modlem-bagging,half,no_pix,25,74.64985994397759,0.2535014005602241,23683
random-modlem,half,all,75,85.48895899053628,0.14511041009463724,279983
modlem-bagging,all,no_pix,25,75.06561679790026,0.24934383202099739,175336
modlem-boosting,all,all,75,90.07874015748031,0.09921259842519685,1742082
random-forest,all,all,25,89.9737532808399,0.10026246719160105,1611
random-modlem,all,no_pix,25,75.59055118110236,0.2440944881889764,84602
modlem-boosting,all,no_pix,50,78.66141732283465,0.21338582677165355,766122
modlem,all,no_pix,75,76.95538057742782,0.2304461942257218,308796
random-forest,all,all,75,91.28608923884515,0.08713910761154856,4504
random-forest,half,no_pix,50,82.1522309711286,0.1784776902887139,1612
random-forest,all,no_pix,25,79.65004374453193,0.20349956255468066,1769
random-modlem,half,no_pix,75,76.97160883280758,0.2302839116719243,214997
modlem-bagging,half,all,75,86.85594111461619,0.13144058885383805,491201
random-forest,half,no_pix,25,79.90196078431373,0.20098039215686275,1017
random-modlem,all,all,25,84.12948381452318,0.15870516185476816,100482
modlem-boosting,all,no_pix,25,78.19772528433946,0.2180227471566054,143793
modlem-bagging,half,no_pix,50,75.38057742782152,0.2461942257217848,143338
modlem,all,no_pix,25,72.5984251968504,0.2740157480314961,17820
random-forest,all,no_pix,75,82.93963254593176,0.17060367454068243,4867
random-forest,half,no_pix,50,81.41732283464567,0.1858267716535433,1591
random-modlem,all,no_pix,50,77.66404199475066,0.22335958005249343,575398
modlem-bagging,all,no_pix,75,77.58530183727034,0.2241469816272966,2927273
modlem-boosting,half,no_pix,75,79.49526813880126,0.20504731861198738,341619
random-modlem,all,no_pix,25,75.2230971128609,0.24776902887139107,96717
modlem-bagging,half,all,25,82.45798319327731,0.17542016806722688,29768
modlem-boosting,all,no_pix,75,80.05249343832021,0.1994750656167979,2075556
random-modlem,all,all,50,87.97900262467192,0.12020997375328084,646346
modlem-boosting,all,all,75,91.23359580052494,0.08766404199475065,1670257
modlem-boosting,half,all,75,88.22292323869611,0.11777076761303891,334779
modlem,half,no_pix,75,75.0788643533123,0.24921135646687698,42002
modlem,all,no_pix,50,75.06561679790026,0.24934383202099739,101948
random-modlem,half,all,50,83.30708661417323,0.16692913385826771,88040
modlem,all,all,50,86.16797900262468,0.13832020997375327,105058
modlem-boosting,all,no_pix,50,79.18635170603675,0.20813648293963255,799600
random-forest,all,all,50,90.91863517060368,0.09081364829396325,2996
modlem-bagging,all,all,50,88.32020997375328,0.1167979002624672,929442
modlem-bagging,half,all,50,84.56692913385827,0.15433070866141732,149904
modlem,all,all,25,84.32195975503062,0.1567804024496938,17579
modlem-bagging,half,no_pix,75,76.34069400630915,0.23659305993690852,450932
modlem,all,no_pix,75,76.95538057742782,0.2304461942257218,317093
modlem,half,no_pix,50,74.06824146981627,0.2593175853018373,16481
random-modlem,half,all,25,81.3375350140056,0.18662464985994398,18441
modlem-boosting,half,all,50,86.56167979002625,0.13438320209973753,122590
random-forest,all,all,25,90.20122484689414,0.09798775153105861,1625
random-modlem,half,no_pix,50,76.7979002624672,0.23202099737532808,77713
modlem-bagging,half,no_pix,25,74.47478991596638,0.2552521008403361,24798
modlem-boosting,half,no_pix,25,78.04621848739495,0.21953781512605042,19367
modlem,half,all,75,84.43743427970557,0.15562565720294427,55731
random-forest,all,no_pix,25,80.61242344706912,0.19387576552930882,1759
random-modlem,all,no_pix,75,79.16010498687665,0.2083989501312336,1443705
modlem-bagging,all,no_pix,50,76.77165354330708,0.23228346456692914,999856
random-forest,all,all,75,91.44356955380577,0.08556430446194226,4492
random-forest,half,all,25,87.28991596638656,0.12710084033613445,981
modlem-boosting,all,all,50,89.39632545931758,0.10603674540682415,612808
random-modlem,half,all,75,84.75289169295479,0.15247108307045215,265784
modlem-boosting,half,no_pix,50,78.16272965879266,0.2183727034120735,123157
modlem-bagging,half,all,75,85.17350157728707,0.14826498422712933,482305
modlem-boosting,half,all,25,83.92857142857143,0.16071428571428573,22219
modlem,all,all,75,88.34645669291339,0.11653543307086614,290778
modlem-bagging,all,all,75,89.13385826771653,0.10866141732283464,2731552
random-modlem,all,all,75,88.24146981627297,0.11758530183727034,1713342
modlem,half,all,50,83.2020997375328,0.1679790026246719,19686
random-forest,all,no_pix,50,82.1259842519685,0.17874015748031497,3269
random-forest,half,all,50,88.76640419947506,0.11233595800524934,1547
modlem-bagging,all,no_pix,25,75.69553805774278,0.2430446194225722,175015
random-forest,half,all,75,90.22082018927445,0.09779179810725552,2140
modlem-boosting,all,all,25,87.97900262467192,0.12020997375328084,123343
modlem,half,all,25,79.16666666666667,0.20833333333333334,3921
modlem-bagging,all,all,25,86.14173228346456,0.13858267716535433,181382
random-modlem,half,no_pix,75,77.07676130389063,0.22923238696109358,242621
random-forest,half,no_pix,75,81.07255520504732,0.1892744479495268,2294
modlem,half,no_pix,25,73.03921568627452,0.2696078431372549,3484
random-modlem,half,no_pix,25,74.54481792717087,0.2545518207282913,15144
